,ISBN,Title,Author,Publishing Date,Category,Description
729,0198111843,An Introduction to Old Norse,Eric Valentine Gordon,1981,Religion,The first edition of this standard work was published in 1927 and has been reprinted several times. This second edition has been revised and reset and the saga Hrafnkels saga freysgooa is now included in its entirety. The work is now available for the first time in paperback.
730,0815319665,Cold Counsel,Sarah M. Anderson,2002,"Mythology, Norse","First Published in 2002. Routledge is an imprint of Taylor & Francis, an informa company."
731,0671792768,,,,,
732,0671447548,,,,,
733,0684813637,John Adams,David McCullough,2001-05-22,Biography & Autobiography,"Chronicles the life of America's second president, including his youth, his career as a Massachusetts farmer and lawyer, his marriage to Abigail, his rivalry with Thomas Jefferson, and his influence on the birth of the United States."
734,0844662925,The Johnstown Flood,David G. McCullough,1990,Floods,"At the end of the last century, Johnstown, Pennsylvania, was a booming coal-and-steel town filled with hardworking families striving for a piece of the nation's burgeoning industrial prosperity. In the mountains above Johnstown, an old earth dam had been hastily rebuilt to create a lake for an exclusive summer resort patronized by the tycoons of that same industrial prosperity, among them Andrew Carnegie, Henry Clay Frick, and Andrew Mellon. Despite repeated warnings of possible danger, nothing was done about the dam. Then came May 31, 1889, when the dam burst, sending a wall of water thundering down the mountain, smashing through Jamestown, and killing more than 2,000 people. It was a tragedy that became a national scandal. Graced by David McCullough's remarkable gift for writing richly textured, sympathetic social history, The Johnstown Flood is an absorbing, classic portrait of life in nineteenth-century America, of overweening confidence, of energy, and of tragedy. It also offers a powerful historical lesson for our century and all times: the danger of assuming that because people are in positions of responsibility they are necessarily behaving responsibly. Book jacket."
735,0743262131,The Path Between the Seas,David McCullough,2004-06-01,History,"The National Book Award–winning epic chronicle of the creation of the Panama Canal, a first-rate drama of the bold and brilliant engineering feat that was filled with both tragedy and triumph, told by master historian David McCullough. From the Pulitzer Prize–winning author of Truman, here is the national bestselling epic chronicle of the creation of the Panama Canal. In The Path Between the Seas, acclaimed historian David McCullough delivers a first-rate drama of the sweeping human undertaking that led to the creation of this grand enterprise. The Path Between the Seas tells the story of the men and women who fought against all odds to fulfill the 400-year-old dream of constructing an aquatic passageway between the Atlantic and Pacific oceans. It is a story of astonishing engineering feats, tremendous medical accomplishments, political power plays, heroic successes, and tragic failures. Applying his remarkable gift for writing lucid, lively exposition, McCullough weaves the many strands of the momentous event into a comprehensive and captivating tale. Winner of the National Book Award for history, the Francis Parkman Prize, the Samuel Eliot Morison Award, and the Cornelius Ryan Award (for the best book of the year on international affairs), The Path Between the Seas is a must-read for anyone interested in American history, the history of technology, international intrigue, and human drama."
736,0451188454,The Bone Collector,Jeffery Deaver,1998,Fiction,"Look who's back to chill readers to the bone... The first novel featuring Detective Lincoln Rhyme, from the New York Times bestselling author of The Stone Monkey."
737,0761452427,,,,,
738,8466305130,,,,,
739,9626343583,,,,,
740,0763630187,,,,,
741,0143058096,,,,,
742,1593080182,Moby-Dick,Herman Melville,2003,Fiction,A nineteenth-century tale of life aboard a New England whaling ship whose captain is obsessed with the pursuit of a large white whale.
743,0415247713,,,,,
744,0192781537,,,,,
745,0919123708,,,,,
746,019274156X,"Moby Dick, Or, The White Whale",Geraldine McCaughrean,1996,"Ahab, Captain (Fictitious character)","A young seaman joins the crew of the whaling ship Pequod, led by the fanatical Captain Ahab in pursuit of the white whale Moby Dick."
747,0252063023,,,,,
748,0700607420,,,,,
749,0515139734,,,,,
750,0515121495,The List,Steve Martini,1997,Best sellers,"When attorney-turned-novelist Abby Chandlis searches for a charismatic man to pose as Gable Cooper, the phantom author of the blockbuster thriller she has written, she encounters Jack Jermaine, a dangerous man obsessed with writing a best-selling novel."
751,0061020613,Witches Abroad,Terry Pratchett,2002-07-30,Fiction,"Be careful what you wish for... Once upon a time there was a fairy godmother named Desiderata who had a good heart, a wise head, and poor planning skills—which unforunately left the Princess Emberella in the care of her other (not quite so good and wise) godmother when DEATH came for Desiderata. So now it's up to Magrat Garlick, Granny Weatherwax, and Nanny Ogg to hop on broomsticks and make for far-distant Genua to ensure the servant girl doesn't marry the Prince. But the road to Genua is bumpy, and along the way the trio of witches encounters the occasional vampire, werewolf, and falling house (well this is a fairy tale, after all). The trouble really begins once these reluctant foster-godmothers arrive in Genua and must outwit their power-hungry counterpart who'll stop at nothing to achieve a proper ""happy ending""—even if it means destroying a kingdom."
752,0812967054,,,,,
753,1854583522,,,,,
754,0862921473,,,,,
755,0674996232,Hesiod,Hesiod,2006,Agriculture,"Though attributed to Hesiod (eighth or seventh century BCE) in antiquity, the ""Catalogue of Women,"" a presentation of legendary Greek heroes and episodes according to maternal genealogy; ""The Shield,"" a counterpoint to the Iliadic shield of Achilles; and certain poems that survive as fragments were likely not composed by Hesiod himself."
756,0393977617,,,,,
757,0141439971,The Time Machine,Herbert George Wells,2005,Time travel,
758,0743487737,The Time Machine,H.G. Wells,2004-07-01,Fiction,"In this book that inspired the international bestseller The Map of Time, follow a dreamer obsessed with traveling through time as he discovers the hidden secrets of a supposedly harmonious society. The Time Traveler, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701—the world has been transformed by a society living in apparent harmony and bliss. But as the Traveler stays in the future, he discovers a hidden barbaric and depraved subterranean class. Enriched Classics offer readers affordable editions of great works of literature enhanced by helpful notes and insightful commentary. The scholarship provided in Enriched Classics enables readers to appreciate, understand, and enjoy the world's finest books to their full potential."
759,157174102X,The Ultimate Time Machine,Joseph McMoneagle,1998,Astral projection,"Joseph McMoneagle is an extraordinary remote viewer, a ""psychic spy,"" whose experiences have given him a special insight into the nature of time and human perception. For more than seventeen years, he was a researcher and remote viewer for the top-secret Army project STARGATE. For years after that, he journeyed through time while working in a consciousness-development lab with out-of-body experience pioneer Robert A. Monroe. McMoneagle explores the questions that philosophers have for centuries debated: Does time really exist? Do our actions today really affect our future? Can we change the past? Do we slip between alternate realities? In The Ultimate Time Machine, McMoneagle delivers new insights into these mysteries, including: First-hand information--including transcripts from lab sessions--on the origins of humanity, the crucifixion of Jesus Christ, and the building of the Egyptian pyramids. Provocative suggestions about the nature of time, creation, and a constantly changing past. A detailed picture of our immediate future through the year 2075. More than 150 very explicit predictions on world population, aging, religious fragmentation, lifestyle changes, technological developments, and dozens of major changes to laws, customs and practices--all within a positive and constructive framework. A vision of the year 3000, comprising a test of what the author calls the ""Verne Effect""--our ability to create and manipulate our future."
760,0439436540,The Time Machine,H. G. Wells,2004-03-01,Juvenile Fiction,Presents the classic science fiction thriller depicting the adventures of the Time Traveler whose fantastic invention carries him into the world of the future.
761,1842124021,,,,,
762,0812970756,,,,,
763,0141441119,,,,,
764,0307264890,,,,,
765,0824512596,,,,,
766,1400083117,,,,,
767,0156007754,,,,,
768,0156001411,,,,,
769,0156010593,All the Names,José Saramago,2001,Fiction,"When a drone in the Central Registry discovers a stray unfiled birth certificate, he decides to investigate the identity of the woman--the first step in an obsession that will lead him to her. By the Nobel Prize-winning author of Blindness. Reader's Guide included. Reprint. 60,000 first printing."
770,0156013037,,,,,
771,0156005204,,,,,
772,0156028794,The Cave,José Saramago,2003,Fiction,"Informed that his clay pots and jugs are no longer needed, elderly potter Cipriano applies his craft to the making of ceramic dolls, but his family's subsequent successes are compromised by a terrible discovery."
773,0156004011,The Stone Raft,José Saramago,1996,Fiction,"In a mythic adventure and political fable about the contemporary European community, the Iberian peninsula detaches from the Continent and floats off to sea, becoming home to a group of god-like humans"
774,1860465021,,,,,
775,8466312803,,,,,
776,8466314741,Ensayo sobre la lucidez,José Saramago,2005,Elections,"Durante las elecciones municipales de una ciudad sin nombre, la mayoría de sus habitantes decide individualmente ejercer su derecho al voto de una manera inesperada. El gobierno teme que ese gesto revolucionario, capaz de socavar los cimientos de una democracia degenerada, sea producto de una conjura anarquista internacional o de grupos extremistas desconocidos. Las cloacas del poder se ponen en marcha: los culpables tienen que ser eliminados. Y si no se hallan, se inventan. Con esta obra Saramago, un escritor que se ha convertido en la conciencia lúcida de una época cegada por los mecanismos del poder, lanza una llamada de alerta: ""Puede suceder que un día tengamos que preguntarnos ¿Quién ha firmado esto por mí?"" Ese día puede ser hoy.--Desde la descripción de la editorial"
777,846630679X,La caverna,José Saramago,2004,Portuguese fiction,"A small pottery shop and a gigantic business district is the setting for a world that is rapidly heading towards extinction, another which grows and multiplies within a mirrored maze where there appear to be no boundaries nor limits to false illusions. La caverna is the story of a family of potters who realize that their craft is no longer appreciated in such a fast-paced, ever-changing society. ""This remarkably generous and eloquent novel is another landmark work from an 80-year-old literary giant.""--Publishers Weekly."
778,0156006243,,,,,
779,9587043642,,,,,
780,089009389X,Treasured Writings of Kahlil Gibran,Kahlil Gibran,1985,Literary Collections,"Includes works originally published in A treasury of Kahlil Gibran, A second treasury of Kahlil Gibran, and A third treasury of Kahlil Gibran."
781,000100039X,,,,,
782,0394448049,A Tear and a Smile,Kahlil Gibran,1950,Arabic literature,"Contains 56 parables, stories, and poems in Gibran's wholly inimitable manner. Illustrated with 4 of his own paintings and drawings, it is the most important edition to the canon of this great writer."
783,0143036386,On the Road,Jack Kerouac,2005,Autobiographical fiction,Fictionalized narrative of travels by Kerouac and his friend Neal Cassady under pseudonyms of Sal Paradise and Dean Moriarty.
784,0141182679,On the Road,Jack Kerouac,2000,Fiction,"On the Road swings to the rhythms of 1950s underground America, jazz, sex, generosity, chill dawns and drugs, with Sal Paradise and his hero Dean Moriarty, traveller and mystic, the living epitome of Beat. Now recognized as a modern classic, its American Dream is nearer that of Walt Whitman than Scott Fitzgerald, and it goes racing towards the sunset with unforgettable exuberance, poignancy and autobiographical passion."
785,0375711163,,,,,
786,382960226X,,,,,
787,0679725407,Ake,Wole Soyinka,1981,Biography & Autobiography,"A dazzling memoir of an African childhood from Nobel Prize-winning Nigerian novelist, playwright, and poet Wole Soyinka. Aké: The Years of Childhood gives us the story of Soyinka's boyhood before and during World War II in a Yoruba village in western Nigeria called Aké. A relentlessly curious child who loved books and getting into trouble, Soyinka grew up on a parsonage compound, raised by Christian parents and by a grandfather who introduced him to Yoruba spiritual traditions. His vivid evocation of the colorful sights, sounds, and aromas of the world that shaped him is both lyrically beautiful and laced with humor and the sheer delight of a child's-eye view. A classic of African autobiography, Aké is also a transcendantly timeless portrait of the mysteries of childhood."
788,0143034545,Ready for Anything,David Allen,2004-12-28,Business & Economics,"In his bestselling first book, Getting Things Done, veteran coach and management consultant David Allen presented his breakthrough methods to increase efficiency. Now “the personal productivity guru” (Fast Company) shows readers how to increase their ability to work better, not harder—every day. Based on Allen’s highly popular e-newsletter, Ready for Anything offers readers 52 ways to immediately clear your head for creativity, focus your attention, create structures that work, and take action to get things moving. With wit, inspiration, and know-how, Allen shows readers how to make things happen—with less effort and stress, and lots more energy, creativity, and effectiveness. Ready for Anything is the perfect book for anyone wanting to work and live at his or her very best."
789,0807744689,The Facilitator's Book of Questions,David Allen,2004-04-29,Education,"This book is an essential tool for facilitators of groups using protocols, or structured conversations, to collaboratively review student and teacher work. A follow-up to Looking Together at Student Work and Assessing Student Learning, this resource considers the purposes for engaging in collborative review and provides some of the most effective strategies for using protocols to support successful group work. The text includes activities that facilitators can use to apply the frameworks and resources provided in this book."
790,0195137892,Sun Tzu and the Art of Business,Mark McNeilly,1996,Business planning,"In what is actually two books in one--a synthesis of Sun Tzu's ideas into six strategic principles for business executives plus the entire text of Samuel B. Griffith's popular translation of ""The Art of War""--McNeilly shows how Sun Tzu's principles can successfully be applied to modern business situations. 22 linecuts."
791,0071460829,,,,,
792,0316346624,,,,,
793,0786887176,,,,,
794,0060521996,,,,,
795,0141439564,Great Expectations,Charles Dickens,2003-01-30,Fiction,"A young orphan, Pip, receives a fortune from a mysterious benefactor and travels to London in order to become a gentleman"
796,0393960692,,,,,
797,0664241581,,,,,
798,0060935464,,,,,
799,0060888695,,,,,
800,0061205699,,,,,
801,0761501665,The Wealthy Barber,David Chilton,1995-09,"Finance, Personal","In this new and expanded edition of one of the biggest selling financial-planning books ever, Chilton simplifies the complex puzzles of personal finance and helps you achieve financial independence. With the help of his fictional barber, Roy, and a large dose of humor, Chilton shows you how you can take control of your financial future slowly, steadily, and with sure success. Chilton's plan (detailed in an entertaining story) is no get-rich-quick scheme, but it does make financial independence possible on nothing more than an average salary. Even if you consider yourself a financial basket-case, Chilton explains how you can easily put an effective financial plan into action.About the Author ""David Chilton is the president of Financial Awareness Corporation, a financial consulting firm. ""The Wealthy Barber"" and ""The Wealthy Barber Returns"" TV shows have enjoyed tremendous popularity since first airing on Public Television in the spring of 1993."
802,0486287599,,,,,
803,1416500391,,,,,
804,1556434952,Empire 2.0,Régis Debray,2004,Anti-Americanism,"Written by fictional character ""Xavier de C***"" as a plea to an American president, Empire 2.0 is a scorching satire of totalitarianism. In it, the hero, a Frenchman, renounces his citizenship to become an American. This breezy book argues that resistance to America's overwhelming power is futile and that to survive, Europe must allow itself to be annexed by the U.S. Debray's insights into the growing European resentment of American unilateralism could not be more timely."
805,0192834428,The Bostonians,Henry James,1998,Fiction,"Olive Chancellor and Basil Ransom, cousins, clash, when Olive wants Verena Tarrant to use her eloquence for the woman's movement, and Basil wants Verena to give up politics and marry him."
806,1931082308,Henry James: Novels 1896-1899 (LOA #139),Henry James,2003-03-10,Fiction,"This Library of America volume collects four novels written by Henry James in the period immediately following his unsuccessful five-year-long attempt to establish himself as a playwright on the London stage. Hoping to convert his “infinite little loss” into “infinite little gain,” James returned to the novelistic examination of English society with a new appreciation for what he called the “divine principle of the Scenario,” “a key that, working in the same general way fits the complicated chambers of both the dramatic and the narrative lock.” His continued interest in dramatic form is demonstrated in The Other House (1896), which was derived from the scenario for a three-act play. Set in two neighboring houses and told mostly through dialogue, the novel explores the violent and tragic consequences of jealousy and frustrated passion. In The Spoils of Poynton (1897), one of the most tightly constructed of James’s late novels, a house and its exquisite antique furnishings and artwork become the source of a protracted struggle involving the proud and imperious Mrs. Gereth, her amiable son, Owen, his philistine fiancée, Mona Brigstock, and the sensitive Fleda Vetch, whose moral judgment is tested by her conflicting allegiances. What Maisie Knew (1897) explores with perception and sensitivity the effect upon a young girl of her parents’ bitter divorce and their subsequent remarriages. In writing the novel James chose as his point of view what he described as “the consciousness, the dim, sweet, scared, wondering, clinging perception of the child.” The Awkward Age (1899) examines the complicated relations among the members of a sophisticated London social circle almost entirely through dialogue as it depicts the shifting marital prospects of a young woman poised on the verge of adult life. Both of these novels insightfully explore the ambiguity of childhood “innocence” amid adult struggles over money, power, and love. LIBRARY OF AMERICA is an independent nonprofit cultural organization founded in 1979 to preserve our nation’s literary heritage by publishing, and keeping permanently in print, America’s best and most significant writing. The Library of America series includes more than 300 volumes to date, authoritative editions that average 1,000 pages in length, feature cloth covers, sewn bindings, and ribbon markers, and are printed on premium acid-free paper that will last for centuries."
807,193108288X,,,,,
808,1883011094,"1898-1910: John Delavoy. The given case. ""Europe"". The great condition. The real right thing. Paste. The great good place. Maud-Evelyn. Miss Gunton of Poughkeepsie. The tree of knowledge. The abasement of the Northmores. The third person. The special type. The tone of time. Broken wings. The two faces. Mrs. Medwin. The Beldonald Holbein. The story in it. Flickerbridge. The birthplace. The beast in the jungle. The papers. Fordham Castle. Julia Bride. The jolly corner. ""The velvet glove"". Mora Montravers. Crapy Cornelia. The bench of desolation. A round of visits",Henry James,1996,Manners and customs,
809,0140424385,The Canterbury Tales,Geoffrey Chaucer,2003-02-04,Poetry,"Nevill Coghill’s masterly and vivid modern English verse translation with all the vigor and poetry of Chaucer’s fourteenth-century Middle English A Penguin Classic In The Canterbury Tales Chaucer created one of the great touchstones of English literature, a masterly collection of chivalric romances, moral allegories and low farce. A story-telling competition between a group of pilgrims from all walks of life is the occasion for a series of tales that range from the Knight’s account of courtly love and the ebullient Wife of Bath’s Arthurian legend, to the ribald anecdotes of the Miller and the Cook. Rich and diverse, The Canterbury Tales offer us an unrivalled glimpse into the life and mind of medieval England. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
810,019283360X,The Canterbury Tales,Geoffrey Chaucer,1998,Christian pilgrims and pilgrimages,"A reissue of Chaucer's ""The Canterbury Tales"""
811,014042234X,,,,,
812,0812000390,Chaucer's Canterbury Tales (Selected),Vincent F. Hopper,1977-12-31,Literary Criticism,"Begun soon after 1386 and written during several years that followed, Geoffrey Chaucer’s great narrative poem The Canterbury Tales presents a richly detailed, highly entertaining, and sometimes bawdy picture of English society in the fourteenth century. Rich with humorous insights into the many foibles of humanity, this poem is considered by most literary critics and scholars to be the first great example of literary art written in vernacular English. Its narrative opens as a party of 30 men and women from various walks of life gather at the Tabard Inn in London, from where they set out on a holy pilgrimage to Canterbury and its shrine dedicated to Thomas Ã Becket. As they travel, each person has a story to tell. The most famous and beloved of Chaucer’s stories are presented in interlinear form this intensely readable volume. Alternating each of Chaucer’s original lines with its translation into modern English, this book encourages readers to savor the genius of Chaucer’s original poetry while following each line with an easy-to-understand modern translation of his Southeast Midlands dialect of Middle English. This scholarly yet truly approachable translation of Chaucer’s original poem is the work of Vincent F. Hopper, a longtime professor of English literature at New York University. He opens with the famous Prologue— Whan that Aprille with his shoures sote When April with his showers sweet The droghte of Marche hath perced to the rote, The drought of March has pierced to the root —and then goes on to present The Miller’s Tale The Reeve’s Tale The Prioress’s Tale The Nun’s Priest’s Tale The Pardoner’s Tale The Wife of Bath’s Tale The Franklin’s Tale . . . and more. This fine volume also includes an enlightening introductory essay on Chaucer’s art, with Professor Hopper’s commentary on England as it existed in the fourteenth century. He concludes with a short list of recommended reading on Chaucer’s time and his art."
813,0198711557,The Canterbury Tales,Helen Cooper,1996,Literary Criticism,"Since its first publication in 1989, Helen Cooper's guide to The Canterbury Tales has established itself as the standard work on the poem. This second edition continues to offer the most comprehensive scrutiny of the Tales both as a whole and individually. In addition, Cooper incorporates the most significant recent scholarship and criticism, reflecting current research in the areas of Chaucer's historical and social context and developments in the interpretation of Chaucer's presentation of women."
814,0140444084,Love Visions,Geoffrey Chaucer,2006-05-25,Literary Criticism,"Spanning Chaucer's working life, these four poems build on the medieval convention of 'love visions' - poems inspired by dreams, woven into rich allegories about the rituals and emotions of courtly love. In The Book of the Duchess, the most traditional of the four, the dreamer meets a widower who has loved and lost the perfect lady, and The House of Fame describes a dream journey in which the poet meets with classical divinities. Witty, lively and playful, The Parliament of Birds details an encounter with the birds of the world in the Garden of Nature as they seek to meet their mates, while The Legend of Good Women sees Chaucer being censured by the God of Love, and seeking to make amends, for writing poems that depict unfaithful women. Together, the four create a marvellously witty, lively and humane self-portrait of the poet."
815,0671475029,The Canterbury Tales of Geoffrey Chaucer,Geoffrey Chaucer,2004,,
816,0395290317,,,,,
817,0140150811,,,,,
818,0142001619,Salt,Mark Kurlansky,2003-01-28,History,"“Kurlansky finds the world in a grain of salt.” - New York Times Book Review An unlikely world history from the bestselling author of Cod and The Basque History of the World In his fifth work of nonfiction, Mark Kurlansky turns his attention to a common household item with a long and intriguing history: salt. The only rock we eat, salt has shaped civilization from the very beginning, and its story is a glittering, often surprising part of the history of humankind. A substance so valuable it served as currency, salt has influenced the establishment of trade routes and cities, provoked and financed wars, secured empires, and inspired revolutions. Populated by colorful characters and filled with an unending series of fascinating details, Salt is a supremely entertaining, multi-layered masterpiece."
819,0689834195,Salt in His Shoes,Deloris Jordan,2003-11,Juvenile Nonfiction,"This heartwarming picture book, written by the superstar's mother and sister, teaches that hard work and determination are much more important in becoming a champion."
820,0618446885,,,,,
821,039475526X,Cities of Salt,Abdelrahman Munif,1989-07-17,Fiction,"Banned in Saudia Arabia, this is a blistering look at Arab and American hypocrisy following the discovery of oil in a poor oasis community."
822,0553580078,,,,,
823,0805202412,Illuminations,Walter Benjamin,1986,Biography & Autobiography,"Walter Benjamin was one of the most original cultural critics of the twentieth century. Illuminations includes his views on Kafka, with whom he felt a close personal affinity; his studies on Baudelaire and Proust; and his essays on Leskov and on Brecht's Epic Theater. Also included are his penetrating study ""The Work of Art in the Age of Mechanical Reproduction,"" an enlightening discussion of translation as a literary mode, and Benjamin's theses on the philosophy of history. Hannah Arendt selected the essays for this volume and introduces them with a classic essay about Benjamin's life in dark times. Also included is a new preface by Leon Wieseltier that explores Benjamin's continued relevance for our times."
824,0300115865,Saul Steinberg,Joel Smith,2006-01-01,Art,"Best known for his barbed and brilliant art for ""The New Yorker,"" Saul Steinberg (1914-1999) turned his magic touch to the fields of painting, sculpture, advertising, and even wartime propaganda. This is the first comprehensive look at Steinberg's extraordinary contribution to 20th-century art."
825,1568813074,,,,,
826,074754655X,Snow Falling on Cedars,David Guterson,2000,,"In 1954 a fisherman is found dead in the nets of his boat, and a local Japanese-American man is charged with his murder. In the course of his trial, it becomes clear that what is at stake is more than one man's guilt. For on San Piedro, memory grows as thickly as cedar trees and the fields of ripe strawberries - memories of a charmed love affair between a white boy and a Japanese girl; memories of land desired, paid for, and lost. Above all, San Piedro is haunted by the memory of what happened to its Japanese residents during World War II, when an entire community was sent into exile while its neighbours watched."
827,1558745157,The Lost Boy,Dave Pelzer,1997,Biography & Autobiography,"The author continues the story of his own child abuse, and his experiences being a foster child moving in and out of five different foster homes"
828,0805061835,Real Boys,William Pollack,1999,Family & Relationships,"Drawing on his nearly two decades of clinical work with and research on boys, a psychiatrist offers a groundbreaking study of the toll taken by the masculine imperative on boys and a plan for raising happier, more grounded males. Reprint. 100,000 first printing. Tour."
829,0007179812,Microserfs,Douglas Coupland,2004,Computer programmers,"At computer giant Microsoft, Dan, Susan, Abe, Todd and Bug are struggling to get a life. The job may be super cool, the pay may be astronomical, but they're heading nowhere, and however hard they work, however many shares they earn, they're never going to be as rich as Bill. And besides, with all the hours they're putting in, their best relationships are on e-mail. Something's got to give."
830,0415283043,,,,,
831,0684832402,The Denial of Death,Ernest Becker,1997-05-08,Philosophy,"Drawing from religion and the human sciences, particularly psychology after Freud, the author attempts to demonstrate that the fear of death is man's central concern"
832,0060838655,,,,,
833,1565848268,,,,,
834,1565847253,,,,,
835,0500203474,World of Art Graphic Design 2e,Richard Hollis,2002-03-05,Art,"From its roots in the development of printing, graphic design has evolved as a means of identification, information, and promotion to become a profession and discipline in its own right. This authoritative documentary history begins with the poster and goes on to chart the development of word and image in brochures and magazines, advertising, corporate identity, television, and electronic media, and the impact of technical innovations such as photography and the computer. For the revised edition, a new final chapter covers all the recent international developments in graphic design, including the role of the computer and the Internet in design innovation and globalization. In the last years of the twentieth century, at a time when ""designer products"" and the use of logos grew in importance, the role of graphic designers became more complex, subversive, and sometimes more political—witness Oliviero Toscani's notorious advertisements for Benetton. Digital technology cleared the way for an astonishing proliferation of new typefaces, and words began to take second place to typography in a whole range of magazines and books as designers asserted the primacy of their medium. Designers and companies discussed here include Neville Brody, David Carson, Design Writing Research, Edward Fella, Tibor Kalman, Jeffery Keedy, LettError, Pierre di Sciullo, Tomato, Gerard Unger, Cornel Windlin, and a host of others."
836,0822318644,,,,,
837,039574010X,The Old Way of Seeing,Jonathan Hale,1994,Architecture,"Hale provides a tour of our buildings and our social history, examines the principles that animate beautiful buildings, and offers hope for recapturing the lost magic of architecture."
838,006091307X,The Crying of Lot 49,Thomas Pynchon,1986-01-22,Fiction,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge."
839,0425181642,,,,,
840,0307237206,Passionate Minds,David Bodanis,2006,"Authors, French","Bodanis takes readers to the heart of the Enlightenment through the story of the affair between the politically daring writer Voltaire and Emilie du Chatelet, one of the most gifted scientists of the 18th century."
841,094089548X,Christian Mythmakers,Rolland Hein,2002,"Christian literature, American","Examines literature of such great writers as CS Lewis, JRR Tolkien, Madeleine L'Engle, Charles Williams, GK Chesterton, John Buyan, and Dante."
842,0440936853,A House Like a Lotus,Madeleine L'Engle,1984,Cyprus,"Sixteen-year-old Polly O'Keefe travels to Cyprus with Max, a rich, brilliant artist."
843,0877887268,The Rock that is Higher,Madeleine L'Engle,1993,Storytelling,"Our human nature keeps us constantly longing for home. In The Rock This Is Higher readers journey into the world of story -- through the author's experience, stories in literature, and selected narratives of Scripture -- and learn how story directs us to our true home in Christ."
844,0671686909,,,,,
845,0877880204,A Full House,Madeleine L'Engle,2000-03-07,Christmas stories,The Austins have a full house on Christmas Eve when fate brings them a new mother and a young woman who is expecting.
846,0062545035,A Circle of Quiet,Madeleine L'Engle,1984-01-01,Religion,This journal shares fruitful reflections on life and career prompted by the author's visit to her personal place of retreat near her country home.
847,0521639875,Nietzsche: The Birth of Tragedy and Other Writings,Friedrich Nietzsche,1999-04-22,Philosophy,"The Birth of Tragedy is one of the seminal philosophical works of the modern period. Nietzsche's discussion of the nature of culture, of the conditions under which it can flourish and of those under which it will decline, his analysis of the sources of discontent with the modern world, his criticism of rationalism and of traditional morality, his aesthetic theories and his conception of the 'Dionysiac' have had a profound influence on the philosophy, literature, music, and politics of the twentieth century. This edition presents a new translation by Ronald Speirs and an introduction by Raymond Geuss that sets the work in its historical and philosophical context. The volume also includes two essays on related topics that Nietzsche wrote during the same period, and that throw further light on the themes treated in the main text."
848,0385092105,The Birth of Tragedy & The Genealogy of Morals,Friedrich Nietzsche,1956-05-07,Philosophy,"Skillful, sophisticated translations of two of Nietzsche's essential works about the conflict between the moral and aesthetic approaches to life, the impact of Christianity on human values, the meaning of science, the contrast between the Apollonian and Dionysian spirits, and other themes central to his thinking. The Birth of Tragedy (1872) was Nietzsche's first book, The Geneology of Morals (1887) one of his last. Though they span the career of this controversial genius, both address the problems such as the conflict between the moral versus aesthetic approaches to life, the effect of Christianity on human values, the meaning of science, and the famous dichotomy between the Apollonian and Dionysian spirits, among many themes which Nietzsche struggled throughout his tortured life."
849,1419154079,,,,,
850,0140433392,,,,,
851,0907129072,Birth of a Tragedy,Alastair Lamb,1994,India,
852,0195114159,,,,,
853,140015068X,,,,,
854,0060734019,Bridge to Terabithia (rack),Katherine Paterson,2004-12-28,Juvenile Fiction,"Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone. That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits. Then one morning a terrible tragedy occurs. Only when Jess is able to come to grips with this tragedy does he finally understand the strength and courage Leslie has given him."
855,0439271711,Literature Circle Guides,Tara McCarthy,2002-01-01,Education,"A guide to facilitating the discussion of the novel by Katherine Paterson by students in grades four through eight offers suggestions for identifying themes, analyzing vocabulary, and responding to the text."
856,0618654798,"Bread and Roses, Too",Katherine Paterson,2006,Juvenile Fiction,"Jake and Rosa, two children, form an unlikely friendship as they try to survive and understand the 1912 Bread and Roses strike of mill workers in Lawrence, Massachusetts. By the author of The Same Stuff as Stars."
857,0525464824,The Invisible Child,Katherine Paterson,2001,Authorship,"More than twenty essays and speeches show Paterson's passion for reading, her ideas about writing, her spiritual faith, and her conviction that the imagination must be nourished."
858,1559704640,A Short History of Decay,Emile M. Cioran,1998,Human beings,"The author confronts the place of today's world in the context of human history. He focuses on such major issues of the twentieth century as human progress, fanaticism, & science."
859,078690206X,Scholar of Decay,Tanya Huff,1995,Fiction,"In search of a hidden spellbook, magical scholar Aurek Nuiken and his younger brother, Dmitri, explore the undercity of Richemulot, where they must face the dangers of wererats and the attentions of a pair of beautiful women, as well as their own siblingr"
860,0452284937,,,,,
861,0385415605,The Golden Tulip,Rosalind Laker,1991,Fiction,"Determined to become a painter, Francesca Visser's dream is shattered when her father--a struggling artist--arranges a marriage between her and Ludolf Van Deventer, a wealthy shipbroker, in order to pay back a debt"
