,bookid,title,authors,average_rating,isbn,isbn13,language_code,publication_date,publisher,title2,author2,genre,multiple_authors,n_authors,authors_list,main_author,max_pages,total_reviews,avg_numpages_author,n_pages_vs_avg_auth,avg_numpages_publisher,n_pages_vs_avg_pub,rating_vs_avg_auth,avg_rating_publisher,rating_vs_avg_pub,rating_vs_mode,pub_month,pub_year,pub_month_text,season,season_num,language_code_ENgroup,ratings_count_category,ratings_count_category_T,text_reviews_count_category,text_reviews_count_category_T,log_total_reviews,total_reviews_category,total_reviews_category_T,language_code_T,language_code_ENgroup_T,num_pages_cat,max_pages_cat,num_pages_cat_T,max_pages_cat_T,average_rating_cat,average_rating_cat_T
2896,186,9985,2097,79,329,353,3,2604,2112,9559,1424,8,1,11,2139,1388,470,2732,491,145,613,114,28,76,31,79,5,69,7,1,1,1,3,3,2,2,2045,3,3,22,0,0,0,3,3,1,3
5267,2618,9986,4235,53,8146,8155,4,3208,82,9563,2934,23,0,0,4254,2842,428,1336,803,100,673,98,27,85,22,53,1,71,10,0,3,1,3,3,2,2,1395,3,3,13,0,2,2,2,2,2,2
10904,8658,9987,2732,84,969,992,4,1527,1401,9564,1810,23,0,0,2772,1752,187,1996,156,100,628,46,27,90,29,84,11,63,11,0,3,1,0,4,0,3,4091,0,4,13,0,1,1,1,1,1,3
9475,7104,9988,740,89,9423,9424,4,2281,1363,3543,496,9,0,0,790,484,223,1302,215,100,292,80,27,53,40,89,11,67,11,0,3,1,2,2,1,1,176,2,2,13,0,1,1,1,1,1,3
4491,1839,9989,4689,56,6129,6146,4,2459,2074,9565,3231,23,0,0,4701,3143,729,1650,1164,121,667,174,18,76,25,56,9,68,5,2,2,1,0,4,0,3,3971,0,4,13,0,0,0,3,3,2,2
2749,39,9990,2187,106,10014,10015,7,1513,1640,9566,1474,22,1,11,2228,1436,253,3472,626,68,241,100,23,78,38,106,10,63,1,2,2,4,1,1,4,0,46,1,1,21,4,2,2,2,2,1,3
9506,7138,9991,3167,62,3634,3654,4,2954,225,9567,2144,8,0,0,3202,2074,353,384,504,107,571,88,15,87,24,62,11,70,11,0,3,1,0,4,2,2,3456,0,4,13,0,2,2,2,2,2,2
9501,7132,9992,3167,94,6241,6258,4,2080,1486,9568,2144,1,0,0,3202,2074,631,3158,504,197,765,133,23,88,32,94,1,66,10,0,3,1,2,2,1,1,387,2,2,13,0,0,0,3,3,1,3
2755,46,9993,205,84,8705,8711,4,2658,909,9569,130,2,1,20,258,131,567,3,124,3,888,100,23,56,38,84,7,69,8,1,1,1,1,1,1,1,100,2,2,13,0,4,4,0,0,1,3
572,2472,9994,3169,143,2947,2966,4,2704,54,9570,2146,9,1,11,3204,2076,460,3634,891,100,299,16,27,97,43,143,10,69,1,2,2,1,3,3,2,2,2497,3,3,13,0,4,4,0,0,1,3
567,2456,9995,2946,118,6807,6822,4,1980,1874,9571,1978,2,0,0,2984,1921,296,3945,394,103,420,88,27,103,35,118,6,66,0,1,1,1,0,4,0,3,4646,0,4,13,0,2,2,2,2,1,3
5459,2799,9996,2804,122,3595,3615,4,2764,225,9572,1865,14,1,20,2843,1806,408,4882,870,90,571,102,28,87,40,122,2,69,9,0,3,1,2,2,1,1,781,2,2,13,0,2,2,2,2,1,3
2373,9937,9997,5827,81,4879,4900,4,3178,174,9573,4057,28,0,0,5830,3948,315,4104,866,69,641,74,17,86,29,81,10,71,1,2,2,1,3,3,2,2,2724,3,3,13,0,2,2,2,2,1,3
569,2462,9998,4317,127,3984,4004,4,3230,2070,9574,2983,14,0,0,4337,2888,589,1796,1272,82,660,139,29,88,41,127,2,71,9,0,3,1,0,4,2,2,4011,0,4,13,0,0,0,3,3,1,3
10136,7838,9999,1286,112,2650,2669,4,3049,1731,9574,894,26,0,0,1334,885,290,795,396,100,491,79,27,72,41,112,0,71,4,3,0,1,1,1,4,0,14,1,1,13,0,2,2,2,2,1,3
2345,9906,10000,1334,117,3581,3601,4,2646,706,9575,929,20,0,0,1383,924,408,2600,629,109,694,91,26,91,37,117,7,69,8,1,1,1,3,3,2,2,1974,3,3,13,0,2,2,2,2,1,3
7265,4740,10001,2851,97,7794,7804,4,817,473,9576,1909,9,0,0,2892,1850,425,342,818,98,806,83,25,83,34,97,3,56,2,3,0,1,2,2,4,0,116,2,2,13,0,2,2,2,2,1,3
3871,1166,10002,5669,158,8372,8380,4,2896,1752,9576,3942,8,0,0,5671,3832,419,4216,776,100,473,116,29,101,45,158,8,70,6,2,2,1,0,4,0,3,4706,0,4,13,0,2,2,2,2,1,3
568,2458,10003,3219,152,6126,6143,4,2480,1736,9577,2182,23,0,0,3249,2113,739,4744,1336,91,732,166,32,90,47,152,10,68,1,2,2,1,0,4,0,3,4821,0,4,13,0,0,0,3,3,1,3
1892,9448,10004,934,129,6243,6260,4,2408,1486,9579,640,22,0,0,984,633,361,4450,597,100,765,74,27,88,41,129,6,68,0,1,1,1,5,0,4,0,7,5,0,13,0,2,2,2,2,1,3
1891,9447,10005,1403,84,9101,9104,4,3202,344,9578,980,14,0,0,1450,978,961,4607,557,32,286,40,27,104,26,84,1,71,10,0,3,1,1,1,1,1,75,1,1,13,0,1,1,1,1,1,3
3390,677,10006,2838,122,5573,5589,4,672,1578,9580,1896,2,0,0,2877,1839,249,2580,287,100,235,100,27,94,38,122,3,54,2,3,0,1,3,3,2,2,1963,3,3,13,0,2,2,2,2,1,3
7263,4738,10007,2851,98,7795,7805,3,855,473,9581,1909,8,0,0,2892,1850,461,4832,818,107,806,90,26,83,35,98,8,57,6,2,2,1,1,1,4,0,83,1,1,22,0,2,2,2,2,1,3
3900,1195,10008,3207,135,2958,2977,4,3274,52,9582,2177,9,0,0,3242,2107,468,2294,1177,73,593,116,27,81,45,135,0,72,4,3,0,1,0,4,0,3,4191,0,4,13,0,0,0,3,3,1,3
8683,6232,10009,6050,157,8814,8819,4,2586,465,8817,4179,4,0,0,6052,4066,232,3389,321,88,233,94,33,87,49,157,4,69,3,3,0,1,1,1,4,0,44,1,1,13,0,1,1,1,1,1,3
8679,6227,10010,6051,163,3235,3254,4,3214,2048,9583,4179,4,1,11,6050,4066,483,737,321,186,872,86,34,99,47,163,1,71,10,0,3,1,3,3,1,1,1156,3,3,13,0,0,0,3,3,1,3
8459,6008,10011,5459,120,3222,3241,3,2740,2057,9584,3806,23,0,0,5462,3704,492,3628,852,111,785,100,27,92,38,120,11,69,11,0,3,1,2,2,1,1,477,2,2,22,0,0,0,3,3,1,3
4400,1747,10012,3901,154,6122,6139,4,2600,1736,9585,2666,2,1,11,3921,2585,494,5246,978,100,732,108,27,90,47,154,4,69,3,3,0,1,2,2,1,1,898,2,2,13,0,0,0,3,3,1,3
786,4256,10013,3206,207,10048,10049,4,3181,1672,9586,4183,23,1,11,3241,2106,881,1,1392,100,1075,100,27,171,38,207,11,71,11,0,3,1,5,0,4,0,1,5,0,13,0,1,1,1,1,4,4
8168,5717,10014,4353,122,1767,1788,3,1932,405,9587,3006,28,0,0,4372,2916,221,3180,210,100,330,75,27,91,39,122,3,65,2,3,0,1,5,0,4,0,4,5,0,22,0,1,1,1,1,1,3
5817,3218,10015,6092,155,8584,11,3,1804,88,9589,4202,10,0,0,6094,4091,573,1349,887,127,326,197,37,116,41,155,7,65,8,1,1,1,1,1,4,0,18,1,1,22,0,0,0,3,3,1,3
5592,2962,10016,4990,151,5241,5261,4,3233,935,9590,3452,2,0,0,4999,3364,695,3153,1256,100,697,160,27,104,43,151,2,71,9,0,3,1,2,2,1,1,386,2,2,13,0,0,0,3,3,1,3
6363,3795,10017,5890,152,9659,9659,4,3383,1584,5412,4222,25,1,26,5890,3985,138,628,89,100,71,100,27,124,38,152,0,73,4,3,0,1,3,3,1,1,1113,3,3,13,0,1,1,1,1,1,3
1950,9511,10018,970,115,6619,6635,4,1995,391,210,4226,8,1,11,1020,660,221,3239,210,100,6,187,27,66,44,115,6,66,0,1,1,1,1,1,4,0,41,1,1,13,0,1,1,1,1,1,3
6408,3845,10019,691,123,7070,7084,4,1700,517,9592,462,25,1,11,742,452,460,1548,991,91,198,20,25,93,39,123,1,64,10,0,3,1,2,2,1,1,196,2,2,13,0,4,4,0,0,1,3
5014,2375,10020,692,137,7069,7083,4,2393,516,9593,462,5,1,11,743,452,545,1148,991,109,763,112,29,87,44,137,5,68,7,1,1,1,2,2,1,1,164,2,2,13,0,4,4,0,0,1,3
5647,3032,10021,1305,207,6814,6829,4,3394,354,9595,906,19,1,11,1353,898,430,1603,808,100,653,100,27,171,38,207,7,73,8,1,1,1,5,0,4,0,2,5,0,13,0,2,2,2,2,4,4
7619,5136,10022,4247,34,5399,5417,4,706,1486,9596,2947,30,0,0,4266,2848,383,795,664,100,765,79,27,88,17,34,9,55,5,2,2,1,1,1,4,0,14,1,1,13,0,2,2,2,2,2,2
4828,2189,10023,1256,128,8335,8343,4,2934,167,9597,872,8,0,0,1305,864,642,2389,1175,103,921,106,25,94,39,128,10,70,1,2,2,1,3,3,1,1,1876,3,3,13,0,0,0,3,3,1,3
3928,1222,10024,4048,130,7796,7806,4,861,473,9598,2790,8,0,0,4075,2699,521,930,942,110,806,103,28,83,43,130,9,57,5,2,2,1,0,4,2,2,3692,0,4,13,0,0,0,3,3,1,3
3927,1221,10025,4048,131,7799,7809,4,1034,473,9599,2790,8,0,0,4075,2699,485,452,942,101,806,95,28,83,43,131,10,59,1,2,2,1,0,4,2,2,3484,0,4,13,0,0,0,3,3,1,3
5546,2906,10026,863,125,2150,2170,4,1645,1792,9600,587,23,0,0,913,572,374,3856,813,86,820,72,26,89,40,125,7,64,8,1,1,1,3,3,2,2,2610,3,3,13,0,2,2,2,2,1,3
5493,2837,10027,2928,148,6800,6815,4,2957,841,9601,1960,28,0,0,2968,1908,296,5013,367,107,270,110,27,114,39,148,11,70,11,0,3,1,5,0,4,0,9,5,0,13,0,2,2,2,2,1,3
9526,7159,10028,2985,109,5304,5322,2,2308,2008,9602,2003,2,0,0,3022,1950,226,5057,222,100,505,61,27,75,40,109,1,67,10,0,3,1,2,2,1,1,834,2,2,15,0,1,1,1,1,1,3
7981,5515,10029,3917,151,3405,3424,4,597,932,9603,2683,2,0,0,3937,2596,145,1604,42,122,867,289,28,101,44,151,11,53,11,0,3,1,1,1,4,0,20,1,1,13,0,3,3,4,4,1,3
10581,8307,10030,4420,108,6581,6597,4,2680,200,9604,3043,16,1,11,4438,2952,416,4748,769,100,1098,38,27,78,38,108,8,69,6,2,2,1,5,0,4,0,8,5,0,13,0,4,4,0,0,1,3
2215,9758,10031,761,141,77,101,4,168,125,9605,517,2,0,0,811,503,202,1802,174,100,106,114,27,122,36,141,8,39,6,2,2,1,2,2,1,1,219,2,2,13,0,1,1,1,1,1,3
2291,9840,10032,3460,154,683,707,4,1139,837,9606,2366,23,1,11,3487,2286,370,1094,104,22,271,14,32,101,44,154,11,60,11,0,3,1,3,3,1,1,1302,3,3,13,0,4,4,0,0,1,3
10502,8227,10033,495,111,4819,4840,4,574,177,9607,319,22,0,0,548,303,199,177,132,112,574,51,29,85,37,111,4,53,3,3,0,1,2,2,4,0,108,2,2,13,0,1,1,1,1,1,3
10580,8306,10034,3475,116,1444,1467,4,3202,795,9608,2371,9,0,0,3501,2292,460,3628,891,100,419,14,27,99,35,116,1,71,10,0,3,1,2,2,1,1,477,2,2,13,0,4,4,0,0,1,3
3940,1235,10035,4055,104,2694,2713,4,2988,1126,9609,2790,8,1,20,4073,2699,452,2389,942,94,846,85,21,95,33,104,1,70,10,0,3,1,3,3,2,2,1876,3,3,13,0,2,2,2,2,1,3
7760,5285,10036,4492,151,4151,4172,4,512,645,8827,3085,8,0,0,4509,2985,223,2143,215,100,457,63,27,85,48,151,2,51,9,0,3,1,2,2,1,1,253,2,2,13,0,1,1,1,1,1,3
2293,9842,10037,3462,141,667,691,4,1378,2117,9610,2366,2,1,20,3486,2286,370,3431,104,22,498,100,28,113,38,141,11,62,11,0,3,1,2,2,1,1,438,2,2,13,0,4,4,0,0,1,3
9399,7026,10038,3032,152,3518,3538,4,992,225,9611,2042,20,0,0,3068,1981,461,2952,958,94,571,116,29,87,48,152,5,59,7,1,1,1,0,4,2,2,4392,0,4,13,0,2,2,2,2,1,3
10583,8309,10039,5838,118,7402,7416,3,2536,1979,9612,4065,2,0,0,5838,3956,187,3492,156,100,285,70,27,114,32,118,2,68,9,0,3,1,2,2,1,1,452,2,2,22,0,1,1,1,1,1,3
3889,1182,10040,5016,120,7334,7348,4,2137,1909,9613,3475,8,0,0,5026,3384,843,4973,1383,96,714,198,23,73,43,120,0,67,4,3,0,1,0,4,0,3,4858,0,4,13,0,0,0,3,3,1,3
3572,851,10041,3846,76,1504,1527,4,2896,1144,9614,2641,8,0,0,3867,2558,815,2149,1348,100,701,192,27,91,27,76,8,70,6,2,2,1,0,4,0,3,4140,0,4,13,0,0,0,3,3,2,2
3573,852,10042,2422,116,5625,5641,4,934,2019,9616,1612,9,1,11,2463,1559,371,1040,904,79,609,90,23,88,38,116,8,58,6,2,2,1,3,3,2,2,1281,3,3,13,0,2,2,2,2,1,3
887,5118,10043,1896,152,1460,1483,4,1086,1144,9617,1313,2,0,0,1939,1288,315,4193,290,126,701,70,34,91,46,152,4,60,3,3,0,1,3,3,2,2,2771,3,3,13,0,2,2,2,2,1,3
8901,6461,10044,5713,150,445,469,4,3202,859,9618,3969,8,0,0,5720,3864,376,3363,584,106,431,111,30,97,44,150,1,71,10,0,3,1,0,4,0,3,4505,0,4,13,0,2,2,2,2,1,3
3911,1205,10045,4223,140,3398,3417,4,2601,1555,9619,2918,9,0,0,4242,2831,266,1484,285,107,627,63,27,98,42,140,4,69,3,3,0,1,2,2,1,1,190,2,2,13,0,2,2,2,2,1,3
158,6838,10046,4342,140,2553,2572,4,3024,486,9620,3004,2,0,0,4361,2908,425,2274,797,100,526,112,27,102,40,140,3,70,2,3,0,1,3,3,1,1,1821,3,3,13,0,2,2,2,2,1,3
6973,4427,10047,1927,200,10039,10040,7,977,622,9621,1337,25,0,0,1979,1309,390,0,779,93,550,100,51,167,38,200,0,59,4,3,0,4,5,0,4,0,0,5,0,21,4,2,2,2,2,4,4
10853,8606,10048,1769,144,699,723,4,822,858,9622,1236,25,0,0,1811,1214,108,2985,220,65,217,62,32,93,44,144,0,57,4,3,0,1,3,3,2,2,2166,3,3,13,0,1,1,1,1,1,3
7360,4847,10049,4803,119,9120,9123,4,2372,1308,9623,3314,15,1,11,4815,3219,379,3011,340,142,310,131,28,92,38,119,0,68,4,3,0,1,2,2,1,1,367,2,2,13,0,2,2,2,2,1,3
3879,1173,10050,5713,148,4750,4771,2,2934,418,9624,3969,8,0,0,5720,3864,425,3032,584,120,723,92,30,104,42,148,10,70,1,2,2,1,2,2,1,1,370,2,2,15,0,2,2,2,2,1,3
751,3908,10051,5713,148,547,571,4,2255,860,9624,3969,8,0,0,5720,3864,432,4073,584,121,770,88,30,93,45,148,9,67,5,2,2,1,0,4,0,3,4676,0,4,13,0,2,2,2,2,1,3
9022,6597,10052,69,120,2381,2400,4,228,486,9626,44,9,0,0,126,43,274,1934,655,72,526,72,32,102,36,120,2,42,9,0,3,1,3,3,1,1,1665,3,3,13,0,2,2,2,2,1,3
9181,6779,10053,728,92,101,125,3,2455,151,9627,485,26,0,0,778,474,442,478,603,122,758,92,20,88,32,92,8,68,6,2,2,1,2,2,1,1,123,2,2,22,0,2,2,2,2,1,3
8174,5723,10054,1556,130,219,243,4,3065,819,9628,1097,28,0,0,1603,1074,846,116,1315,113,670,209,30,88,42,130,4,71,3,3,0,1,3,3,2,2,3329,0,4,13,0,0,0,3,3,1,3
1943,9504,10055,2233,156,9305,9308,3,3082,147,9629,1508,2,1,11,2273,1464,98,4908,98,86,131,73,28,123,39,156,6,71,0,1,1,1,2,2,1,1,791,2,2,22,0,1,1,1,1,1,3
8883,6440,10056,2455,97,5356,5374,4,1777,1486,9630,1643,13,0,0,2495,1579,500,4024,990,100,765,104,27,88,33,97,5,65,7,1,1,1,2,2,1,1,561,2,2,13,0,0,0,3,3,1,3
7369,4855,10057,5577,130,8634,8640,4,2357,406,5480,3864,4,1,20,5579,3771,545,1097,1235,80,861,100,30,102,38,130,0,68,4,3,0,1,1,1,4,0,16,1,1,13,0,4,4,0,0,1,3
2570,10140,10058,3733,166,2891,2910,4,1559,1208,3347,2560,2,1,25,3751,2478,816,411,1391,91,881,151,30,97,48,166,2,63,9,0,3,1,3,3,2,2,1036,3,3,13,0,0,0,3,3,1,3
5796,3202,10059,3506,141,9161,9164,4,2211,297,9631,2392,22,1,11,3531,2316,137,4337,29,124,899,27,28,107,39,141,7,67,8,1,1,1,0,4,0,3,4730,0,4,13,0,4,4,0,0,1,3
5449,2789,10060,5812,144,3519,3539,4,1034,226,9632,4050,23,0,0,5816,3938,818,3871,1321,106,781,176,35,92,44,144,10,59,1,2,2,1,0,4,0,3,4621,0,4,13,0,0,0,3,3,1,3
6992,4446,10061,3253,98,3706,3726,4,2387,1684,9633,2208,10,0,0,3282,2136,180,3830,75,121,118,99,23,86,34,98,5,68,7,1,1,1,3,3,2,2,2601,3,3,13,0,1,1,1,1,1,3
4528,1880,10062,44,131,15,39,4,1148,844,9634,28,5,0,0,107,29,408,3204,496,125,323,138,30,99,39,131,1,60,10,0,3,1,3,3,1,1,2280,3,3,13,0,2,2,2,2,1,3
3303,594,10063,5262,127,5486,5502,4,408,870,9635,3668,16,0,0,5268,3573,178,5028,139,100,771,38,27,109,36,127,9,49,5,2,2,1,2,2,1,1,828,2,2,13,0,1,1,1,1,1,3
3299,590,10064,1188,102,503,527,4,2288,575,9636,816,25,1,11,1236,809,425,2086,797,100,495,115,27,74,38,102,11,67,11,0,3,1,3,3,2,2,1735,3,3,13,0,2,2,2,2,1,3
3305,596,10065,177,132,8735,8740,4,1239,986,9637,107,23,1,11,232,109,365,2614,608,100,303,127,27,68,48,132,11,61,11,0,3,1,2,2,1,1,311,2,2,13,0,2,2,2,2,1,3
10750,8496,10066,5705,139,6677,6693,4,2413,1907,9639,3965,8,0,0,5706,3859,886,1704,37,72,852,179,29,82,46,139,6,68,0,1,1,1,4,5,0,3,5090,4,5,13,0,0,0,3,3,1,3
209,8978,10067,3727,104,7167,7181,4,1949,377,9638,2557,2,1,11,3748,2476,611,2654,1163,100,432,184,27,99,32,104,4,66,3,3,0,1,3,3,2,2,2001,3,3,13,0,0,0,3,3,1,3
4429,1780,10068,616,83,8637,8643,4,2441,879,9640,2892,25,1,11,667,397,197,2330,170,100,189,88,27,102,26,83,8,68,6,2,2,1,2,2,1,1,274,2,2,13,0,1,1,1,1,1,3
4158,1482,10069,5983,123,1188,1211,4,1922,1417,9641,4143,23,1,11,5982,4031,355,4436,796,83,720,77,24,93,39,123,3,65,2,3,0,1,2,2,1,1,657,2,2,13,0,2,2,2,2,1,3
6402,3837,10070,5669,147,8373,8381,4,2896,1752,9643,3942,8,0,0,5671,3832,399,3426,776,95,473,110,27,101,42,147,8,70,6,2,2,1,0,4,2,2,4520,0,4,13,0,2,2,2,2,1,3
8772,6318,10071,4317,111,10022,10023,7,2183,1942,9644,2983,23,0,0,4337,2888,534,2539,1272,74,853,100,25,83,38,111,6,67,0,1,1,4,5,0,4,0,3,5,0,21,4,0,0,3,3,1,3
3895,1190,10072,3207,127,6676,6692,4,2698,1907,9645,2177,22,0,0,3242,2107,613,4034,1177,98,852,117,25,82,43,127,10,69,1,2,2,1,3,3,2,2,2689,3,3,13,0,0,0,3,3,1,3
1428,8996,10073,5480,144,8345,8353,4,3050,1486,9646,3812,8,1,11,5483,3712,944,615,1027,203,765,223,32,88,45,144,4,71,3,3,0,1,4,5,0,3,4980,4,5,13,0,0,0,3,3,1,3
8040,5579,10074,5227,130,5618,5634,4,837,2019,9647,3640,2,0,0,5234,3545,221,4885,190,103,609,54,33,88,42,130,5,57,7,1,1,1,3,3,2,2,3097,3,3,13,0,1,1,1,1,1,3
9636,7298,10075,819,112,609,633,4,3517,575,9652,559,28,0,0,870,547,337,3851,389,117,495,91,23,74,41,112,9,79,5,2,2,1,0,4,0,3,4614,0,4,13,0,2,2,2,2,1,3
7207,4682,10076,4155,149,8553,8561,4,2490,363,9648,2865,15,1,11,4173,2782,734,795,440,25,597,19,34,108,41,149,11,68,11,0,3,1,1,1,4,0,14,1,1,13,0,1,1,1,1,1,3
5213,2559,10077,5944,133,1487,1510,4,2403,3,9649,4125,23,1,11,5943,4015,251,2181,602,69,238,100,26,105,38,133,5,68,7,1,1,1,2,2,1,1,257,2,2,13,0,2,2,2,2,1,3
2658,10227,10078,1033,93,4479,4500,4,2365,551,9650,828,8,0,0,1084,707,477,2187,1142,79,203,206,25,95,30,93,0,68,4,3,0,1,0,4,2,2,4153,0,4,13,0,0,0,3,3,1,3
2659,10228,10079,5082,128,795,819,4,2721,109,9651,3524,28,0,0,5089,3432,364,2529,603,100,865,65,27,83,42,128,11,69,11,0,3,1,2,2,1,1,299,2,2,13,0,2,2,2,2,1,3
10161,7864,10080,1221,119,7483,7496,4,2564,560,9653,840,5,0,0,1269,834,789,3472,36,63,1026,100,25,91,38,119,3,68,2,3,0,1,1,1,4,0,46,1,1,13,0,1,1,1,1,1,3
3822,1113,10081,5886,139,4725,4746,4,1039,1335,9654,4091,8,1,11,5885,3982,481,1816,371,17,60,32,29,107,39,139,11,59,11,0,3,1,1,1,4,0,22,1,1,13,0,4,4,0,0,1,3
9280,6887,10082,5476,138,3256,3275,4,725,2050,9655,3811,4,0,0,5480,3711,408,4858,889,88,955,61,29,93,42,138,11,55,11,0,3,1,3,3,2,2,3083,3,3,13,0,2,2,2,2,1,3
3225,509,10083,3139,106,7397,7411,4,3187,1208,9657,2123,28,1,11,3173,2053,596,21,868,135,881,107,32,97,33,106,11,71,11,0,3,1,2,2,1,1,910,3,3,13,0,0,0,3,3,1,3
10679,8420,10084,3050,171,7207,7221,4,1320,1162,9658,2039,2,1,11,3086,1994,233,2997,239,100,552,60,27,79,55,171,6,62,0,1,1,1,3,3,2,2,2173,3,3,13,0,2,2,2,2,1,3
8291,5841,10085,3868,101,7341,7355,4,2703,1327,9659,2659,23,1,25,3888,2578,290,2553,396,100,357,93,27,84,35,101,10,69,1,2,2,1,2,2,1,1,302,2,2,13,0,2,2,2,2,1,3
9096,6678,10086,5070,119,7268,7282,4,1525,371,8531,3518,23,1,11,5077,3422,117,21,71,100,153,71,27,89,38,119,11,63,11,0,3,1,2,2,1,1,910,3,3,13,0,1,1,1,1,1,3
2459,10024,10087,5431,108,1262,1285,4,2255,1401,9660,3784,9,0,0,5434,3683,430,3817,808,100,628,102,27,90,35,108,9,67,5,2,2,1,3,3,2,2,2595,3,3,13,0,2,2,2,2,1,3
8768,6314,10088,4317,143,4052,4072,4,1525,747,9661,2983,23,0,0,4337,2888,911,4907,1272,139,690,230,33,90,44,143,11,63,11,0,3,1,3,3,2,2,3105,3,3,13,0,0,0,3,3,1,3
7908,5438,10089,1672,82,4028,4048,4,2856,747,9662,3639,26,1,11,1719,1166,261,2386,411,88,690,58,25,90,29,82,6,70,0,1,1,1,3,3,2,2,1874,3,3,13,0,2,2,2,2,1,3
10956,8716,10090,4075,140,837,18,4,2720,1513,9663,2804,23,0,0,4094,2718,528,2960,1037,100,982,75,27,86,45,140,11,69,11,0,3,1,3,3,2,2,2154,3,3,13,0,0,0,3,3,1,3
7181,4655,10091,1084,107,4860,4881,4,1750,174,9664,754,28,0,0,1133,738,461,2840,748,113,641,109,24,86,36,107,0,65,4,3,0,1,3,3,2,2,2097,3,3,13,0,2,2,2,2,1,3
7151,4624,10092,2290,99,1736,1757,4,2810,1958,9665,1532,2,1,11,2330,1484,268,3055,271,109,677,61,23,104,30,99,0,70,4,3,0,1,1,1,4,0,38,1,1,13,0,2,2,2,2,1,3
9986,7674,10093,3187,176,4651,4672,2,2994,1957,9667,2162,4,1,11,3222,2089,519,426,1024,100,691,118,27,98,51,176,2,70,9,0,3,1,1,1,4,0,12,1,1,15,0,0,0,3,3,1,3
4012,1314,10094,2149,140,2889,2908,4,2305,2019,9668,1447,9,1,11,2192,1411,697,4103,854,161,609,175,34,88,44,140,1,67,10,0,3,1,2,2,1,1,578,2,2,13,0,0,0,3,3,1,3
6872,4326,10095,645,135,6330,6346,4,2964,292,9670,424,13,0,0,696,419,221,2123,150,116,181,98,31,70,48,135,11,70,11,0,3,1,2,2,1,1,250,2,2,13,0,1,1,1,1,1,3
10160,7862,10096,5069,135,1399,1422,4,3065,1417,9671,3516,9,1,11,5076,3421,408,3037,741,100,720,89,27,93,42,135,4,71,3,3,0,1,3,3,2,2,2195,3,3,13,0,2,2,2,2,1,3
1362,8932,10097,5273,111,8760,8765,4,1151,1646,9673,3676,4,1,25,5279,3579,296,1816,417,100,568,75,27,73,41,111,1,60,10,0,3,1,1,1,4,0,22,1,1,13,0,2,2,2,2,1,3
8704,6249,10098,4106,116,836,860,3,2452,1632,9672,2827,23,0,0,4125,2740,398,4697,709,100,416,119,27,65,44,116,8,68,6,2,2,1,1,1,1,1,78,1,1,22,0,2,2,2,2,1,3
8703,6248,10099,734,128,4468,4489,4,1320,551,9674,491,23,0,0,784,480,780,3715,86,51,203,35,28,95,39,128,6,62,0,1,1,1,2,2,1,1,494,2,2,13,0,1,1,1,1,1,3
2444,10013,10100,4018,127,1924,1944,4,3187,444,9675,2755,23,0,0,4037,2671,397,3128,702,100,369,126,27,77,44,127,11,71,11,0,3,1,4,5,3,4,5175,4,5,13,0,2,2,2,2,1,3
6555,3987,10101,5647,127,1003,1026,4,710,1401,9676,3929,23,0,0,5649,3821,546,2866,637,148,628,132,32,90,40,127,9,55,5,2,2,1,3,3,2,2,2113,3,3,13,0,0,0,3,3,1,3
6693,4128,10102,4306,173,8656,8662,4,1667,2002,6390,2979,8,1,6,4324,2884,178,3013,383,65,162,85,34,114,45,173,9,64,5,2,2,1,0,4,2,2,4406,0,4,13,0,1,1,1,1,1,3
6623,4055,10103,1439,109,4323,4344,4,1204,1481,9677,1006,7,0,0,1487,998,353,2809,912,75,640,83,27,86,37,109,7,61,8,1,1,1,3,3,2,2,2080,3,3,13,0,2,2,2,2,1,3
5770,3177,10104,2879,95,2984,3003,4,859,153,9678,1934,9,0,0,2920,1870,265,3640,554,76,257,100,28,67,38,95,8,57,6,2,2,1,2,2,1,1,479,2,2,13,0,2,2,2,2,1,3
1182,7551,10105,1065,101,160,184,4,2336,835,9679,746,9,0,0,1117,728,315,36,1203,47,854,58,22,98,32,101,2,67,9,0,3,1,2,2,1,1,914,3,3,13,0,2,2,2,2,1,3
5764,3171,10106,2879,96,5816,5832,4,849,2107,9680,1934,9,0,0,2920,1870,384,2869,554,111,406,116,28,96,31,96,7,57,8,1,1,1,2,2,1,1,345,2,2,13,0,2,2,2,2,1,3
10164,7867,10107,5712,139,5088,5108,4,605,1343,5555,3502,9,1,5,5713,3863,425,0,797,100,642,100,27,111,38,139,2,53,9,0,3,1,5,0,4,0,0,5,0,13,0,2,2,2,2,1,3
10162,7865,10108,1198,118,8998,9001,4,2621,2129,9681,822,8,0,0,1247,815,285,3557,242,122,206,120,30,95,37,118,6,69,0,1,1,1,2,2,1,1,466,2,2,13,0,2,2,2,2,1,3
5886,3293,10109,799,85,2191,2211,4,3205,1087,9682,544,9,0,0,849,532,221,4772,313,86,232,90,27,80,32,85,1,71,10,0,3,1,3,3,2,2,3040,3,3,13,0,1,1,1,1,1,3
3658,939,10110,4026,153,4863,4884,4,1329,174,9683,2763,2,0,0,4047,2679,105,4681,548,43,641,35,25,86,48,153,7,62,8,1,1,1,3,3,2,2,2999,3,3,13,0,1,1,1,1,1,3
